sentence,amr_penman
16 ऑगस्ट आनी 30 ऑगस्ट 2007क ह्यो मॅची जाल्ल्यो.,"(t / take-place-01
   :ARG1 (m / match
      :mod (t2 / this))
   :time (a / and
      :op1 (d / date-entity
         :day 16
         :month 8
         :year 2007)
      :op2 (d2 / date-entity
         :day 30
         :month 8
         :year 2007)))"
इज्रायेलांतलो हो वयस्क बायलांचो सगळ्यांत लोकप्रिय खेळ.,"(g / game
   :domain this
   :location (c / country :name (n / name :op1 ""Israel""))
   :mod (p / popular
      :degree (s / superlative)
      :topic (w / woman
         :mod (a / adult))))"
"शीख धर्माचो धावो आनी निमाणो गुरू, गुरू गोबिंद सिंग हाचो जल्म 1666 वर्सा पाटणा जालो.","(b / bear-01 :ARG1 (p / guru :name (n / name :op1 ""Guru"" :op2 ""Gobind"" :op3 ""Singh"") :wiki ""Guru_Gobind_Singh"" :ord (o / ordinal-entity :value 10) :mod (l / last-02) :domain (r / religion :name (n2 / name :op1 ""Sikhism"") :wiki ""Sikhism"")) :time (d / date-entity :year 1666) :location (c / city :name (n3 / name :op1 ""Patna"") :wiki ""Patna""))"
खऱ्या विरोधकां वांगडा निदर्शनांत लागू केल्यार अर्जांक बुंकाई अशें म्हणटात.,(c / name-01 :ARG0 (p / person) :ARG1 (a / application) :ARG2 (b / bogus) :condition (f / file-01 :ARG1 a :location (p2 / protest-01 :ARG0 (o / opponent :mod (r / real)))))
2021 वर्सा ही विक्री दुपेट्टीन जातली अशी आस्त आसा. चायनांत विजेचेर चलपी वाहनांचो बाजार सगळ्यांत चड आसा जाल्यार युरोप आनी अमेरिकेंतय महत्वाची वाड जावंक लागल्या.,"(h / hope-01
   :ARG1 (d / double-01
      :ARG1 (s / sale-01)
      :time (d2 / date-entity :year 2021)))

(c / contrast-01
   :op1 (l / large-01
      :ARG1 (m / market
         :topic (v / vehicle
            :mod (e / electric-01))
         :location (c2 / country :name (n / name :op1 ""China"") :wiki ""China""))
      :degree (s2 / superlative))
   :op2 (s3 / start-01
      :ARG1 (g / grow-01
         :ARG1 (m2 / market
            :topic v)
         :manner (s4 / significant-01))
      :location (a / and
         :op1 (c3 / continent :name (n2 / name :op1 ""Europe"") :wiki ""Europe"")
         :op2 (c4 / country :name (n3 / name :op1 ""United_States"") :wiki ""United_States""))))"
"वयर दाखयल्ले प्रमाण, पिचीच्या दर एका तोंकाक धव्या रंगाच्यो चार रेगो घालून चिन्न करतात: एक गोलंदाजी क्रीज, एक पॉपिंग क्रीज आनी दोन रिटर्न क्रीज.",(m / mark-01 :ARG1 (e / end-03 :part-of (p / pitch)) :ARG2 (l / line :quant 4 :color (w / white) :consist-of (a / and :op1 (c1 / bowling-crease) :op2 (c2 / popping-crease) :op3 (c3 / return-crease :quant 2))) :manner (s / show-01 :location (a / above)))
दर 160 भुरग्यांमदल्या सुमार एका भुरग्याक आत्ममग्नतेच्या स्पॅक्ट्रमाचो विकार आसता.,(h / have-04 :ARG0 (c / child :quant 1 :mod (a / approximate-01) :domain (c2 / child :quant 160)) :ARG1 (d / autism-spectrum-disorder))
बुनेर जिल्लो बुनेर जिल्लो हो पाकिस्तानाच्या खैबर पख्तुनख्वा प्रांतांतलो एक जिल्लो.,"(d / district
   :name (n / name :op1 ""Buner"")
   :wiki ""Q1020598""
   :part-of (p / province
               :name (n2 / name :op1 ""Khyber"" :op2 ""Pakhtunkhwa"")
               :wiki ""Q183314""
               :part-of (c / country
                           :name (n3 / name :op1 ""Pakistan"")
                           :wiki ""Q843"")))"
शैली आनी चीटशीटांचें सोपें केल्लें नेमांचें पुस्तक तुका मुळाव्या विकी मार्कअपाची याद करून दिवंक शकता.,(p / possible-01 :ARG1 (r / remind-01 :ARG0 (b / rulebook :ARG1-of (s / simplify-01) :topic (a / and :op1 (s2 / style) :op2 (c / cheatsheet))) :ARG1 (y / you) :ARG2 (m / wiki-markup :mod (b2 / basic))))
कोलेखांकीचें खाशेलपण आशिल्ले खोंकलेंत टी. सी. टी. घडये भर घालूं येता. [34],"(p / possible-01
   :ARG1 (c2 / contribute-01
            :ARG0 (t / thing
                     :name (n / name
                              :op1 ""T.C.T.""))
            :ARG1 (c / cough-01
                     :ARG1-of (h / have-characteristic-91
                                 :ARG2 (k / kolekhanki)))))"
ओडिशा राज्यांत हो उत्सव बसंत पंचमी/श्री पंचमी/सरस्वती पुजा ह्या नांवान मनयतात.,"(c / celebrate-01
   :ARG1 (u / festival
            :name (o / or
                     :op1 (n1 / name :op1 ""Basant"" :op2 ""Panchami"")
                     :op2 (n2 / name :op1 ""Shri"" :op2 ""Panchami"")
                     :op3 (n3 / name :op1 ""Saraswati"" :op2 ""Puja"")))
   :location (s / state
                :wiki ""Odisha""
                :name (n4 / name :op1 ""Odisha"")))"
मुहर्रम हो इस्लामी वर्साचो पयलो म्हयनो.,"(m / month
      :name (n / name :op1 ""Muharram"")
      :ord (o / ordinal-entity :value 1)
      :part-of (y / year
            :mod (i / islam)))"
"दक्षिणेक मेवाड वाठारांत मेवाडी, जाल्यार वागडच्या दोंगराळ भागांत वागडी ही भिल्ल भास उलयतात.","(c / contrast-01
   :op1 (s1 / speak-01
           :ARG0 (p / person)
           :ARG1 (l1 / language
                     :name (n1 / name :op1 ""Mewadi""))
           :location (r1 / region
                         :name (n2 / name :op1 ""Mewad"")
                         :location (s / south)))
   :op2 (s2 / speak-01
           :ARG0 p
           :ARG1 (l2 / language
                     :name (n3 / name :op1 ""Vagdi"")
                     :part-of (l3 / language-group
                                  :name (n4 / name :op1 ""Bhill"")))
           :location (r2 / region
                         :mod (h / hilly)
                         :part-of (v / region
                                      :name (n5 / name :op1 ""Vagad"")))))"
अमरनाथ देवूळ भारतांतल्या जम्मू-काश्मीरांत आशिल्लें हिंदूंचें पवित्र थळ.,"(s / site-01
   :domain (t / temple
              :name (n / name :op1 ""Amarnath"")
              :wiki ""Amarnath_Temple"")
   :mod (h / holy)
   :beneficiary (p / person
                   :mod (h2 / hindu))
   :location (g / government-organization
                :name (n2 / name :op1 ""Jammu"" :op2 ""and"" :op3 ""Kashmir"")
                :wiki ""Jammu_and_Kashmir""
                :part-of (c / country
                            :name (n3 / name :op1 ""India"")
                            :wiki ""India"")))"
आसा अशें हेत्रिक्स हांणी सांगलें,"(s / say-01 :ARG0 (p / person :name (n / name :op1 ""Hetrix"")) :ARG1 (b / be-03))"
उदकाच्या प्रवाहांतल्यान उर्जेचें नुतनीकरण करपाखातीर आतां पतंग तयार जावंक लागल्यात.,"(s / start-01
   :ARG1 (p / prepare-01
      :ARG1 (k / kite)
      :purpose (r / renew-01
         :ARG1 (e / energy)
         :source (f / flow-01
            :part-of (w / water))))
   :time (n / now))"
प्रतिकार वेवस्था नाशिल्ल्यांनी  गू खावंक जायना.,(o / obligate-01 :polarity - :ARG1 (p / person :ARG0-of (h / have-01 :polarity - :ARG1 (s / system :mod (i / immune)))) :ARG2 (e / eat-01 :ARG0 p :ARG1 (f / feces)))
अशे तरेन निमाणी जाप एक हजार दोनशें त्रेप्पन.,"(b / be-01
   :ARG1 (j / answer
      :mod (f / final))
   :ARG2 1253
   :manner (t / thus))"
"गांवांतले जमीनदार, हुशार तरणाट्या दुर्दशेविशीं जाणून घेवन, ताणें पावल उखल्लें आनी दिल्ली पॉलिटेक्निकांत पदव्युत्तर पदवी मेळोवपा खातीर ताचो खर्च भागयलो.","(c / cause-01
   :ARG0 (l / learn-01
            :ARG0 (z / landlord
                     :part-of (v / village))
            :ARG1 (p / plight
                     :poss (y / youth
                              :mod (i / intelligent))))
   :ARG1 (a / and
            :op1 (a2 / act-01
                    :ARG0 z)
            :op2 (p2 / pay-01
                    :ARG0 z
                    :ARG1 (e / expense
                             :poss y)
                    :purpose (o / obtain-01
                                :ARG0 y
                                :ARG1 (d / degree
                                         :mod (p3 / postgraduate))
                                :location (p4 / polytechnic
                                              :name (n / name
                                                       :op1 ""Delhi""
                                                       :op2 ""Polytechnic""))))))"
"दिगंबर जैन भद्र शुक्ल पंचमी सावन 10 दिसांचो काळ सुरू करतात, त्या काळांत दशलक्षण व्रत करतात.","(s / start-01 :ARG0 (p / person :name (n / name :op1 ""Digambar"" :op2 ""Jain"") :wiki ""Digambara"") :ARG1 (p2 / period :duration (d / day :quant 10) :time-of (o / observe-01 :ARG0 p :ARG1 (o2 / observance :name (n2 / name :op1 ""Dashalakshana"" :op2 ""Vrat"")))) :time (d2 / date-entity :name (n3 / name :op1 ""Bhadra"" :op2 ""Shukla"" :op3 ""Panchami"")))"
राष्ट्रकुल आनी हेर सुवातींनी लोकसंस्कृतायेचेर क्रिकेट खेळाचो व्हड परिणाम जाला.,"(i / impact-01
   :ARG0 (s / sport
      :name (n / name :op1 ""cricket""))
   :ARG1 (c / culture
      :mod (p / popular))
   :degree (b / big)
   :location (a / and
      :op1 (c2 / country
         :name (n2 / name :op1 ""Commonwealth of Nations"")
         :wiki ""Commonwealth_of_Nations"")
      :op2 (p2 / place
         :mod (o / other))))"
त्यो भाजा होंवऱ्याकडल्यान सुमार 9 किलोमीटर पयस आसात.,"(h / have-distance-91 :ARG1 (t / thing) :ARG2 (c / cave :name (n / name :op1 ""Bhaja"")) :ARG3 (q / distance-quantity :quant 9 :unit (k / kilometer) :mod (a / approximate-01)))"
"ताणें गोंयांतल्या विवीध पुलीस स्टेशनांचेर, पुलीस उपविभागीय पुलीस अधिकारी म्हूण सेवा केल्या","(s / serve-01
   :ARG0 (p / person)
   :ARG2 (o / officer
      :mod (s2 / sub-divisional)
      :mod (p2 / police))
   :location (s3 / station
      :mod p2
      :quant (m / multiple)
      :part-of (s4 / state
         :name (n / name
            :op1 ""Goa""))))"
कॉल्बर्ट आपलो हलको विनोद आनी भावनीक नाट्याखातीर फामाद आशिल्ली.,"(f / famous-01 :ARG0 (p / person :name (n / name :op1 ""Colbert"")) :ARG1 (a / and :op1 (h / humor :mod (l / light) :poss p) :op2 (d / drama :mod (e / emotional) :poss p)))"
भारतीय म्हाकाव्यांनी सशस्त्र आनी उक्त्या हातांनी जाल्ल्या लडायांची सगळ्यांत आदली म्हायती मेळटा.,"(f / find-01
   :ARG1 (i / information
             :degree (s / superlative
                         :ARG1-of (o / old-02))
             :topic (b / battle-01
                        :ARG1-of (f2 / fight-01
                                     :instrument (a / and
                                                     :op1 (w / weapon)
                                                     :op2 (h / hand)))))
   :location (e / epic
                 :mod (c / country
                          :name (n / name :op1 ""India""))))"
गुलामांची लश्करांत नांवनोंदणी जाल्ल्यान शेतकारांक तांच्या शेतकामांखातीर गुलामांचेर निंबून रावपाक मेळना जालें.,"(p / possible-01
   :polarity -
   :ARG1 (d / depend-01
            :ARG0 (f / farmer)
            :ARG1 (s / slave)
            :purpose (w / farm-01
                        :ARG0 f))
   :cause (e / enroll-01
             :ARG1 s
             :ARG2 (a / army)))"
लोहार राज्याचो विस्तार शेजारच्या देगणांनी जाल्लो आसूं येता.,"(p / possible-01
   :ARG1 (e / expand-01
      :ARG1 (k / kingdom
         :name (n / name
            :op1 ""Lohar""))
      :destination (r / region
         :ARG1-of (n / neighbor-01))))"
ते मॉचे किड्स इनकॉर्पोरेटेडांत वांटेकार जाल्ल्यांनी आनी हेर टेलिव्हिजन खेळांनी  घाल्ले.,"(a / and
  :op1 (c1 / cast-01
    :ARG1 (t / they)
    :ARG2 (p / participant)
    :ARG3 (s / show
      :name (n / name :op1 ""Kids"" :op2 ""Incorporated"")))
  :op2 (c2 / cast-01
    :ARG1 t
    :ARG3 (s2 / show
      :mod (o / other)
      :medium (t2 / television))))"
"एंड्रॉयड नुगाट
एंड्रॉयडाचें सातवे व्हडलें प्रकाशन एंड्रॉयड नुगाट.","(r / release-01 :name (n / name :op1 ""Android"" :op2 ""Nougat"") :wiki ""Android_Nougat"" :mod (m / major) :ord (o / ordinal-entity :value 7) :poss (o2 / operating-system :name (n2 / name :op1 ""Android"") :wiki ""Android_(operating_system)""))"
"हेर कीडभक्षक प्राण्यांखातीर सावजाच्यो वस्तू आसात, जशे तरेकवार बेबे आनी पिटकोळ्यो.",(b / be-03 :ARG1 (t / they) :ARG2 (p / prey) :beneficiary (a / animal :mod (o / other) :mod (i / insectivorous) :example (a2 / and :op1 (f / frog :mod (v / various)) :op2 (l / lizard))))
इस्लामांत जुवानपण हुंपिल्ल्या बायलांक चड करून तें घालचें पडटा.,"(o / obligate-01
   :ARG1 (w / woman
             :quant (m / most)
             :ARG0-of (l / lose-01
                         :ARG1 (y / youth)))
   :ARG2 (w2 / wear-01
             :ARG0 w
             :ARG1 (t / thing))
   :location (i / islam))"
सुरवेक दिग्दर्शकांक ताचे कडेन वचपाची उमेद नाशिल्ली; पूण ही भुमिका ताका मतींत घेवन बरयल्या म्हणून लेखक रावलान आग्रह धरलो.,"(c / contrast-01
   :op1 (h / hope-01
      :polarity -
      :ARG0 (d / director)
      :ARG1 (a / approach-01
         :ARG0 d
         :ARG1 (p / person))
      :time (a2 / at-first))
   :op2 (i / insist-01
      :ARG0 (p2 / person
         :name (n / name :op1 ""Rawal"")
         :wiki -
         :role (w / writer))
      :cause (w2 / write-01
         :ARG0 p2
         :ARG1 (r / role
            :mod (t / this))
         :manner (c2 / consider-01
            :ARG0 p2
            :ARG1 p))))"
"हिंदू कार्यकर्ते आनी थळाव्या मुसलमानां मदीं झगडीं जालीं, आनी रेलगाडयेक उजो लायिल्ल्यान 59 जाणांक मरण आयलें.",(a / and :op1 (c / clash-01 :ARG0 (a2 / and :op1 (a3 / activist :mod (h / hindu)) :op2 (m / muslim :mod (l / local)))) :op2 (d / die-01 :ARG1 (p / person :quant 59) :cause (i / ignite-01 :ARG1 (t / train))))
तें वांकडें केल्लें एक सादें लांबायेचें पायप आशिल्लें.,"(p / pipe
   :mod (s / simple)
   :mod (l / long)
   :ARG1-of (b / bend-01))"
देगणाचो दक्षिणेवटेनचो विस्तार बऱ्याचशा जाग्यांचेर चड रुंद आसा.,"(w / wide
   :ARG1 (e / expanse
            :part-of (p / plateau)
            :direction (s / south))
   :degree (m / more)
   :location (p2 / place
                 :quant (m2 / many)))"
"आयुष ताका मारचो ना अशें थारायता आनी थंयसून वता, उपरांत फारपेटाचे आवाज येतात.","(s / sequence :op1 (a / and :op1 (d / decide-01 :ARG0 (p / person :name (n / name :op1 ""Ayush"")) :ARG1 (h / hit-01 :ARG0 p :ARG1 (p2 / person) :polarity -)) :op2 (g / go-01 :ARG0 p :source (t / there))) :op2 (s2 / sound-01 :ARG0 (g2 / gunshot)))"
"क्रिस्तांव धर्म मुखेलपणान लुशाई, कुकी, गारो आनी हलम जमातीचे वांगडी पाळटात आनी 2017 वर्साच्या जनगणनेप्रमाणें तांचे 159,882 अनुयायी आसात.","(a / and :op1 (p / practice-01 :ARG0 (m / member :part-of (a2 / and :op1 (t / tribe :name (n / name :op1 ""Lushai"")) :op2 (t2 / tribe :name (n2 / name :op1 ""Kuki"")) :op3 (t3 / tribe :name (n3 / name :op1 ""Garo"")) :op4 (t4 / tribe :name (n4 / name :op1 ""Halam"")))) :ARG1 (c / christianity) :manner (m2 / main)) :op2 (h / have-03 :ARG0 m :ARG1 (f / follower :quant 159882) :source (c2 / census :time (d / date-entity :year 2017))))"
हांणी सादर केल्ल्या अर्थसंकल्पांत निम्मे परस चड निधीची तजवीज पांच खात्यां खातीर आसा,"(p / provision-01
   :ARG1 (f / fund
      :quant (m / more
         :op1 (h / half)))
   :ARG2 (d / department
      :quant 5)
   :location (b / budget
      :ARG1-of (p2 / present-01
         :ARG0 (t / they))))"
लंडनाक ताणीं बर्ट्रंड्स फॅन्सिंग अकादमीच्या महिला फॅन्सर्सांवांगडा सर्त केली.,"(c / compete-01
   :ARG0 (t / they)
   :ARG2 (f / fencer
            :mod (f2 / female)
            :poss (o / organization
                     :name (n / name :op1 ""Bertrand's Fencing Academy"")))
   :location (c2 / city
                :name (n2 / name :op1 ""London"")))"
"पूण, तातूंत ताची खाशेली विनोदी तरा आनी कथन दिसता, तरी ह्या पुस्तकांत गंभीर विचारांचो उणाव आसा अशें म्हणत ताचो नियाळ घेतलो.","(r / review-01
   :ARG0 (p / person)
   :ARG1 (b / book)
   :result (l / lack-01
      :ARG0 b
      :ARG1 (t / thought
         :mod (s / serious)))
   :concession (a / appear-01
      :ARG1 (a2 / and
         :op1 (s2 / style
            :poss (p2 / person)
            :mod (u / unique)
            :mod (h / humorous))
         :op2 (n / narration
            :poss p2))
      :location b))"
ग्रेव्हस दुयेंसाचो दोळ्यांचेर जाता तो विपरीत परिणाम बरो करपाखाती दोळ्यांच्या वयल्या आनी/वा सकयल्या पापण्यांचेर शस्त्रक्रिया करूं येता.,"(p / permit-01 :ARG1 (p2 / perform-01 :ARG1 (s / surgery) :location (e / eyelid :part-of (e2 / eye) :mod (o / or :op1 (u / upper) :op2 (l / lower))) :purpose (c / correct-01 :ARG1 (e3 / effect :mod (a / adverse) :ARG1-of (a2 / affect-01 :ARG0 (d / disease :name (n / name :op1 ""Graves' disease"") :wiki ""Graves'_disease"") :ARG1 e2)))))"
कांय कीबोर्ड आनी टंकलेखन यत्रांनी शिफ्ट लॉक नांवाची एक की आसता.,"(h / have-03 :ARG0 (a / and :op1 (k / keyboard :quant (s / some)) :op2 (t / typewriter :quant (s / some))) :ARG1 (k2 / key :name (n / name :op1 ""Shift"" :op2 ""Lock"")))"
कॅमडन कावंटी हो थळाव्या आल्बेमार्ल आयोगाचो एक भाग.,"(c / county
   :name (n / name :op1 ""Camden"" :op2 ""County"")
   :part-of (c2 / commission
               :name (n2 / name :op1 ""Albemarle"" :op2 ""Commission"")
               :mod (l / local)))"
म्हाका नवो मॉडेल आनी तोयबी काळ्या रंगाचोय जाय. तूं ही खटारी हळदुवी गाडी घालता म्हळ्यार कितें म्हज्या हड्ड्यार?,(a / and :op1 (w / want-01 :ARG0 (i / i) :ARG1 (m / model :mod (n / new-04) :color (b / black))) :op2 (f / force-01 :ARG0 (y / you) :ARG1 (c / car :mod (r / rickety) :color (y2 / yellow)) :ARG2 i :purpose (a2 / amr-unknown)))
"हैद्राबाद तेलंगण राज्य पुरातत्व संग्रहालय, सिटी म्युझियम आनी निझाम संग्रहालय, वारांगला वारंगल संग्रहालय, आनी आलमपुरा आलमपूर संग्रहालय हीं हेर संग्रहालयां आसात.","(b / be-01
   :ARG1 (a / and
             :op1 (a2 / and
                      :op1 (m1 / museum
                               :name (n1 / name :op1 ""Telangana State Archaeology Museum"")
                               :location (c1 / city :name (n-c1 / name :op1 ""Hyderabad"")))
                      :op2 (m2 / museum
                               :name (n2 / name :op1 ""City Museum"")
                               :location c1)
                      :op3 (m3 / museum
                               :name (n3 / name :op1 ""Nizam Museum"")
                               :location c1))
             :op2 (m4 / museum
                      :name (n4 / name :op1 ""Warangal Museum"")
                      :location (c2 / city :name (n-c2 / name :op1 ""Warangal"")))
             :op3 (m5 / museum
                      :name (n5 / name :op1 ""Alampur Museum"")
                      :location (c3 / city :name (n-c3 / name :op1 ""Alampur""))))
   :ARG2 (m / museum
             :mod (o / other)))"
"पार्क रान बंगलो ब्रिटीश राज कालखंडांतलो आनी तातूंत सुरवाती सावन बरी देखरेख केल्लो लॉग बुक आसा, जाका लागून वाचन उमेद वाडयता.","(a / and
   :op1 (b / bungalow
            :mod (f / forest)
            :poss (p / park)
            :time (p2 / period
                      :name (n / name :op1 ""British"" :op2 ""Raj"")))
   :op2 (h / have-03
            :ARG0 b
            :ARG1 (l / book
                      :mod (l2 / log)
                      :ARG1-of (m / maintain-01
                                   :manner (w / well)
                                   :time (b2 / begin-01))
                      :ARG0-of (i / increase-01
                                   :ARG1 (e / enthusiasm
                                             :topic (r / read-01))))))"
"तुका खाशेलो सल्लो जाय जाल्यार (देखीक, वैजकी, कायदेशीर, अर्थीक वा जोखीम वेवस्थापन), उपकार करून त्या वाठारांत परवानो आशिल्ल्या वा गिन्यानी वेवसायीकाक सोदात.",(s / search-01 :ARG0 (p / person) :ARG1 (p2 / professional :ARG1-of (o / or :op1 (l / license-02) :op2 (k / knowledgeable)) :location (a / area :mod (t / that))) :mode imperative :condition (n / need-01 :ARG0 p :ARG1 (a2 / advise-01 :mod (s2 / special) :example (a3 / and :op1 (m / medical) :op2 (l2 / legal) :op3 (f / financial) :op4 (m2 / manage-01 :ARG1 (r / risk-01))))))
"ह्या सुवाळ्याचें आयोजन रेजिना हॉल, एमी शुमर आनी वांडा सायक्स हाणीं केल्लें.","(o / organize-01
   :ARG0 (a / and
            :op1 (p / person
                     :name (n / name :op1 ""Regina"" :op2 ""Hall"")
                     :wiki ""Regina_Hall"")
            :op2 (p2 / person
                      :name (n2 / name :op1 ""Amy"" :op2 ""Schumer"")
                      :wiki ""Amy_Schumer"")
            :op3 (p3 / person
                      :name (n3 / name :op1 ""Wanda"" :op2 ""Sykes"")
                      :wiki ""Wanda_Sykes""))
   :ARG1 (c / ceremony))"
प्रभाग 18 चो नगरसेवक चोपडेंकाराचो अर्ज सादर,"(s / submit-01 :ARG0 (c / corporator :name (n / name :op1 ""Chopdenkar"") :ARG0-of (r / represent-01 :ARG1 (w / ward :name (n2 / name :op1 ""18"")))) :ARG1 (a / application :poss c))"
हें समजून घेवपा खातीर कर वेवसायिकाचो आदार घेवचो पडूं येता.,"(n / need-01
   :ARG0 (p / person)
   :ARG1 (g / get-01
            :ARG0 p
            :ARG1 (h / help-01)
            :source (p2 / professional
                       :topic (t / tax)))
   :mod (p3 / possible-01)
   :purpose (u / understand-01
               :ARG0 p
               :ARG1 (t2 / this)))"
चडावत स मेरेन नियंत्रक इण्टॅलिव्हिजन आमिकोक जोडूंक शकतात.,"(p / possible-01
   :ARG1 (c / connect-01
            :ARG1 (n / controller
                     :quant (l / less-than
                               :op1 7))
            :ARG2 (p2 / product
                     :name (n2 / name
                               :op1 ""Intellivision""
                               :op2 ""Amico""))))"
ताचे वांगडा कितें तरी करून पळोवपाचें आसा अशें बेला एडवर्डाक सांगता.,"(t / tell-01
   :ARG0 (p / person :name (n / name :op1 ""Bella""))
   :ARG2 (p2 / person :name (n2 / name :op1 ""Edward""))
   :ARG1 (w / want-01
            :ARG0 p
            :ARG1 (t2 / try-01
                     :accompanier p2
                     :ARG1 (d / do-02
                              :ARG1 (s / thing)))))"
राजधानींत पावचे पयलीं तांची खंडे रावाच्या सैन्याकडेन झगडीं जालीं.,"(f / fight-01 :ARG0 (t / they) :ARG1 (a / army :poss (p / person :name (n / name :op1 ""Khande"" :op2 ""Rao""))) :time (b / before :op1 (r / reach-01 :ARG0 t :ARG1 (c / capital))))"
"उदयगिरी घोली ह्यो मध्य प्रदेशांतल्या विदिशालागींच्यो, इ.स. 5 व्या शेंकड्याच्या सुरवेच्या वर्सांतल्यो खडपांनी कापिल्ल्यो वीस घोली.","(c / cave
   :quant 20
   :name (n / name :op1 ""Udayagiri"")
   :wiki ""Udayagiri_Caves,_Madhya_Pradesh""
   :ARG1-of (c2 / cut-01
               :ARG2 (r / rock)
               :time (d / date-entity
                         :century 5
                         :era ""CE""
                         :mod (e / early)))
   :location (a / near
               :op1 (c3 / city
                        :name (n2 / name :op1 ""Vidisha"")
                        :wiki ""Vidisha""
                        :part-of (s / state
                                     :name (n3 / name :op1 ""Madhya Pradesh"")
                                     :wiki ""Madhya_Pradesh""))))"
"दुसरे कसोटींत गोल करपाक अपेस आयले उपरांत कलकत्ता हांगा जाल्ले तिसरे कसोटींत ताणें 107 आनी 182 नॉट आउट केल्ले, ही आनीक एक चड गूण मेळोवपी बरोबरी.","(a / and
   :op1 (s / score-01
      :ARG0 (p / person)
      :ARG1 107
      :time (m / match-01
         :ordinal 3
         :mod (t / test-cricket)
         :location (c / city
            :name (n / name
               :op1 ""Kolkata""))
         :result (d / draw-01
            :mod (a2 / another)
            :mod (s2 / score-01
               :degree (h / high)))))
   :op2 (s3 / score-01
      :ARG0 p
      :ARG1 182
      :mod (o / out
         :polarity -)
      :time m)
   :time (a3 / after
      :op1 (f / fail-01
         :ARG0 p
         :ARG1 (s4 / score-01
            :ARG0 p)
         :time (m2 / match-01
            :ordinal 2
            :mod t))))"
"भात, हें मुखेल जेवणाचें पीक, चड करून अंदमान जुंव्यांच्या गटांत जाता, जाल्यार नाल्ल आनी बेडे निकोबार जुंव्यांच्या गटांतलें नगदी पिक आसा.","(c / contrast-01
   :ARG1 (g / grow-01
      :ARG1 (r / rice
         :domain (c2 / crop
            :mod (f / food)
            :mod (m / main)))
      :location (i / island-group
         :name (n / name :op1 ""Andaman Islands"")
         :wiki ""Andaman_Islands"")
      :manner (m2 / mostly))
   :ARG2 (h / have-role-91
      :ARG0 (a / and
         :op1 (c3 / coconut)
         :op2 (a2 / areca-nut))
      :ARG1 (c4 / crop
         :mod (c5 / cash)
         :source (i2 / island-group
            :name (n2 / name :op1 ""Nicobar Islands"")
            :wiki ""Nicobar_Islands""))))"
2015 वर्सा रॉक अँड रोल हॉल ऑफ फेमांत तिका मानाची सुवात दिल्ली.,"(i / induct-01
   :ARG1 (s / she)
   :ARG2 (h / hall-of-fame
      :name (n / name
         :op1 ""Rock""
         :op2 ""and""
         :op3 ""Roll""
         :op4 ""Hall""
         :op5 ""of""
         :op6 ""Fame"")
      :wiki ""Rock_and_Roll_Hall_of_Fame"")
   :time (d / date-entity
      :year 2015))"
पूण थंय दोतोरांनी तपासणी उपरांत दोगांय भुरग्यांक मरण आयिल्ल्याचे सांगले,(c / contrast-01 :op1 (a / amr-unintelligible) :op2 (s / say-01 :ARG0 (d / doctor) :ARG1 (d2 / die-01 :ARG1 (c2 / child :quant 2)) :location (t / there) :time (a2 / after :op1 (e / examine-01 :ARG0 d :ARG1 c2))))
दोगांय बुलडोजरांक विरोध करपाचो यत्न करतात पूण सगळीं झाडां नाच्च जाल्लीं दिसतात अशे रानांतले एके सुवातेर पावतात.,(c / contrast-01 :op1 (t / try-01 :ARG0 (p / person :quant 2) :ARG1 (o / oppose-01 :ARG0 p :ARG1 (b / bulldozer))) :op2 (a / arrive-01 :ARG0 p :ARG1 (s / place :part-of (f / forest) :location-of (s2 / seem-01 :ARG1 (d / destroy-01 :ARG1 (t2 / tree :quant (q / all)))))))
1999 वर्सा स्प्रेगान परत चॅम्पियनशिप जिखली पूण 2000 वर्सा तो पांचव्या क्रमांकाचेर शेंवटलो.,"(c / contrast-01
   :op1 (w / win-01
      :ARG0 (p / person :name (n / name :op1 ""Sprague""))
      :ARG1 (c2 / championship)
      :time (d / date-entity :year 1999)
      :frequency (a / again))
   :op2 (f / finish-01
      :ARG0 p
      :time (d2 / date-entity :year 2000)
      :mod (o / ordinal-entity :value 5)))"
"ब्रिटनांतय बी गॉगल, कोंपराचें पॅड आनी दांतांच्या हड्ड्यांचें कवच वापरपाची शिफारस केल्या.","(r / recommend-01 :ARG1 (u / use-01 :ARG1 (a / and :op1 (g / goggle) :op2 (p / pad :part-of (e / elbow)) :op3 (m / mouthguard))) :location (c / country :name (n / name :op1 ""Britain"")) :mod (a2 / also))"
"स्वामी आनी इश्ट असो चड योग्य शीर्षक बदलपाक, आनी नारायणाच्या फुडल्या कांय पुस्तकां खातीर प्रकाशक सोदपाक तो म्हत्वाचो आशिल्लो.","(i / important-01
   :ARG1 (p / person)
   :purpose (a / and
               :op1 (c / change-01
                       :ARG0 p
                       :ARG1 (t / title)
                       :ARG2 (t2 / title
                                :name (n / name :op1 ""Swami"" :op2 ""and"" :op3 ""Friend"")
                                :mod (a2 / appropriate-02
                                        :degree (m / more))))
               :op2 (f / find-01
                       :ARG0 p
                       :ARG1 (p2 / publisher)
                       :beneficiary (b / book
                                       :quant (s / some)
                                       :poss (n2 / person
                                                :name (n3 / name :op1 ""Narayan""))
                                       :time (f2 / future)))))"
